Category,Recipe,Protocol,Ingredient Searched,Reason,Caution Products Found,URL
skipped,Broccoli Salad with Bacon Recipe,LH,,"LH protocols vary on black pepper and mustard tolerance. Some stricter protocols flag both, others allow small amounts. Marking uncertain due to individual variation in LH sensitivity thresholds.",,https://thefoodcharlatan.com/broccoli-bacon-salad
grey_area,Broiled Sheet Pan Salmon and Veggies with Lemon Caper Sauce,LH,capers,"Capers are clearly fermented and problematic on LH. However, lemon/citrus is borderline on LH protocols—some protocols flag excess citrus as high-histamine. The recipe uses both zest and juice of 1.5 lemons total, which is a moderate amount. Marking uncertain because LH protocols vary on citrus thresholds; this recipe may be compliant depending on individual tolerance.","Delicias Green Peppercorns, In Brine, Agrucapers",https://playswellwithbutter.com/broiled-sheet-pan-salmon-and-veggies
grey_area,Brown Butter Green Beans With Toasted Pistachios And Lemony Whipped Feta,LH,everything bagel spice,Everything bagel spice composition is ambiguous (likely contains fermented or high-histamine components). Feta's fermentation status and age are unknown. Garlic tolerance varies by individual LH protocol strictness.,"Spice Essentials Everything Bagel Spice Blend | Laclare Family Creamery Everything Bagel Spice Goat Cheese | Organic Everything Bagel Spice | Bowl & Basket Specialty Kettle Chips Everything Bagel Spice Flavored | Southern Style Spices Everything Bagel Spice Topping, Sold By The Pound",https://kalejunkie.com/brown-butter-green-beans-with-toasted-pistachios-and-lemony-whipped-feta
grey_area,Buffalo Chicken Pasta,LH,worcestershire sauce,"LH modifications require removing most defining ingredients (Worcestershire, hot sauce, cayenne). While technically possible, the dish becomes unrecognizable. Uncertain whether this modification is worth recommending given the significant flavor loss.","Nature'S Promise Organic Worcestershire Sauce | Wild Harvest Worcestershire Sauce, Organic | Sprouts Farmers Market Gluten Free Organic Worcestershire Sauce",https://www.budgetbytes.com/buffalo-chicken-pasta
grey_area,Butternut Squash Chicken Enchilada Skillet,LH,enchilada sauce,"Canned enchilada sauce and specific brand of chipotle in adobo are unknown. Many commercial enchilada sauces contain vinegar (high-histamine), and adobo sauce is a fermented seasoning paste. Confirmation of product ingredients is needed for full LH compliance.","Food Lion Enchilada Sauce, Green Chile, Mild Green | Los Chileros Red Enchilada Sauce Mix | Stop & Shop Green Chile Enchilada Sauce Mild",https://www.halfbakedharvest.com/butternut-squash-chicken-enchiladas/#wprm-recipe-container-171028
no_product_found,Butternut Squash Sausage and Tortellini Soup,LH,garlic infused oil,"Low-histamine protocols vary in strictness regarding garlic and onion tolerance. Garlic-infused oil is technically lower-histamine than fresh garlic (fructans removed), but some LH practitioners still avoid garlic entirely. Marking uncertain due to protocol variation.",,https://www.gimmesomeoven.com/butternut-squash-sausage-and-tortellini-soup/#tasty-recipes-82989
grey_area,Canyon Ranch Shrimp Salad with White Beans and Kale,LH,hummus,"Hummus composition is variable; store-bought versions may contain preservatives or fermented components not listed in the recipe. Tomato histamine content depends on freshness and ripeness—fresh plum tomatoes are generally acceptable, but this should be verified with the individual's LH protocol specificity.",Hawaiian Hummus Dressing Maui Style Onion,https://www.panningtheglobe.com/canyon-ranch-healthy-shrimp-salad-recipe
no_product_found,Cauliflower Gratin,LH,gruyre,"Gruyère and Pecorino Romano are aged cheeses with moderate-to-high histamine content. The degree of restriction varies by individual LH protocol strictness. If cheeses must be eliminated entirely, the dish becomes a basic cream sauce gratin with less umami depth, which may be acceptable. The black pepper removal is straightforward.",,https://www.onceuponachef.com/recipes/cauliflower-gratin.html
skipped,Cauliflower Salad,LH,,LH protocol varies on fresh tomato tolerance and citrus limits. The degree of tomato removal and lemon reduction depends on individual clinical tolerances.,,https://www.themediterraneandish.com/cauliflower-salad
no_product_found,Cheesy White Bean Tomato Bake,LH,canned plum tomatoes,Tomatoes in concentrated form (canned plum tomatoes) are borderline on LH depending on individual tolerance and protocol strictness. Some LH protocols flag canned tomatoes as high-histamine due to extended storage. Recommend verifying against patient's specific LH protocol before serving.,,https://dishedbykate.com/cheesy-white-bean-tomato-bake
grey_area,Chicken Fajita Sheet Pan Recipe,LH,chipotle,"LH protocols vary by individual clinician and stage of elimination. The presence of chipotle, smoked paprika, and chili powder creates ambiguity about severity of histamine load. Some protocols allow small amounts of fresh spices while others eliminate all. Avocado status depends on individual tolerance. Recommend client confirm with their healthcare provider.",Raspberry Chipotle Pork Tenderloin | Bold Chipotle Chicken | Boar'S Head Bold Deli Chicken Breast Chipotle Savory (Thin Sliced | Think Jerky Grass-Fed Sweet Chipotle Beef Jerky | Chipotle Jalapeno Chicken Sausage,https://www.feastingathome.com/sheet-pan-chicken-fajitas
no_product_found,Chicken Florentine,LH,italian herbs seasoning,"Italian herbs seasoning composition is ambiguous—it may contain fennel, black pepper, or other LH-restricted ingredients depending on the brand. Without knowing the specific blend, this modification carries some uncertainty.",,https://diethood.com/chicken-florentine/#wprm-recipe-container-295905
grey_area,Chicken Lo Mein,LH,sriracha,Low-histamine modification is less commonly applied and the recipe's bold Asian flavor profile may be compromised by removing sriracha and sesame oil. Confidence in this modification is moderate.,Tiger Tiger Sriracha Hot Chilli Sauce | Three Mountains Brand Green Sriracha Chili Sauce | Ht Traders Sriracha Sauce,https://www.skinnytaste.com/chicken-lo-mein
grey_area,Chicken Noodle Casserole,LH,cream of chicken soup,"Canned cream of chicken soup ingredient list is not fully visible; some commercial brands contain black pepper, spice blends, or preservatives that may be high-histamine. Mayonnaise brand matters (fermented concerns). Recommend verifying specific product labels.",Mom'S Place Cream Of Chicken Soup,https://www.thecountrycook.net/chicken-noodle-casserole/#recipe
grey_area,Chicken Romano Meatballs,LH,romano cheese,"Uncertainty on whether aged Romano cheese should be fully removed vs. substituted, and on lemon quantity threshold for LH protocol. Recipe does not specify lemon usage context (garnish vs. cooking medium), which affects decision.",Miller'S Grated Romano Cheese | Nob Hill Trading Co Shredded Pecorino Romano Cheese | Rio Briati Grated Pecorino Romano Cheese | Locatelli Grated Pecorino Romano Cheese | Milanos Grated Imported Pecorino Romano Cheese,https://www.skinnytaste.com/chicken-romano-meatballs/#recipe
grey_area,Chicken Traybake,LH,balsamic vinegar,"Balsamic vinegar is fermented and high-histamine. Cherry tomatoes are nightshade and moderate-histamine in fresh form, but the large quantity (800g) may exceed LH tolerance. Fresh lemon juice replaces the vinegar's acidity; fresh tomatoes in smaller quantities may be tolerated on some LH protocols but not others. Uncertainty reflects variability in individual LH tolerance thresholds.",Capatriti - Balsamic Vinegar | Blackstone Deli Style Sea Salt & Balsamic Vinegar Flavoured Slow Cooked Potato Chips,https://thehappyfoodie.co.uk/recipes/chicken-traybake
grey_area,Chicken and Tomatoes Forever,LH,tomato,LH protocols vary on tomato tolerance thresholds and whether fresh tomatoes are acceptable vs. concentrated tomato products. The 1 pound of fresh tomatoes here is borderline; stricter LH interpretations would eliminate them entirely.,"Full Circle Market, Tomato Basil Chunky Soup | Frontier Soups Homemade In Minutes Mississippi Delta Tomato Basil Soup Mix | Just Tomatoes Mangos | Calhoun Bend Coating Mix, Fried Green Tomato | Boar'S Head Ham Rosemary & Sundried Tomato",https://www.alisoneroman.com/newsletters/chicken-and-tomatoes-forever
grey_area,Chipotle Honey Pot Roast Tacos,LH,salsa verde,"Salsa verde ingredient composition is uncertain—if it contains vinegar (fermented, high-histamine) or lime juice, this affects LH compliance. Assuming fresh cilantro-based salsa, it is LF-safe. Also, the extent of 'fermentation aging' in chili/chipotle powder varies by brand; some protocols are more lenient than others.",Mariano'S Casa Mercado Hot Pork Tamales In Salsa Verde Sauce | Mild Salsa Verde | Casa Sanchez Salsa Verde,https://www.halfbakedharvest.com/chipotle-pot-roast-tacos/#wprm-recipe-container-159752
grey_area,Chuck Roast with Au Jus,LH,worcestershire sauce,"LH protocols vary in their treatment of fresh garlic and onion. Some stricter protocols flag them as moderate-histamine, while others tolerate them in small cooked amounts. The wine and Worcestershire are definite removes. Marked uncertain because clinical LH data for fresh aromatics in braises is protocol-dependent.","Nature'S Promise Organic Worcestershire Sauce | Wild Harvest Worcestershire Sauce, Organic | Sprouts Farmers Market Gluten Free Organic Worcestershire Sauce",https://oliviaadriance.com/chuck-roast-with-au-jus/#wprm-recipe-container-3612
grey_area,Citrus Salmon Confit,LH,fish sauce,"Fish sauce is a fermented, aged product and a primary histamine trigger. However, removing it eliminates the dish's defining flavor profile. The modification preserves the salmon confit structure but significantly alters the intended taste. Additionally, fresh citrus in large quantities may trigger LH protocols in sensitive individuals, though the amounts here are likely tolerable. Marking uncertain due to the fundamental flavor compromise required.",Pin Dhian Fishgravy Co. Fish Sauce,https://justinesnacks.com/citrus-salmon-confit
no_product_found,Colcannon,LH,lawrys seasoning salt,"Lawry's seasoning salt label not provided—if it contains anti-caking agents, smoke flavor, or other histamine triggers, additional verification needed. Assuming standard formulation, primary concern is black pepper removal.",,https://thefoodcharlatan.com/colcannon
grey_area,Corn Gazpacho with Salmon & Crispy Rice,LH,tomato,"Low-Histamine compliance depends on individual LH protocol strictness regarding fresh tomatoes and whether the amount qualifies as 'concentrated.' Cooked tomatoes are higher histamine than raw, but this is a raw gazpacho. Conservative approach removes or minimizes tomatoes; lenient approach accepts 1-2 fresh tomatoes in raw form.","Full Circle Market, Tomato Basil Chunky Soup | Frontier Soups Homemade In Minutes Mississippi Delta Tomato Basil Soup Mix | Just Tomatoes Mangos | Calhoun Bend Coating Mix, Fried Green Tomato | Boar'S Head Ham Rosemary & Sundried Tomato",https://justinesnacks.com/corn-gazpacho-with-salmon-crispy-rice/#recipe
grey_area,Cottage Pie,LH,worcestershire sauce,"Tomato paste quantity (2 tablespoons) sits at the boundary of some LH protocols; conservative interpretation would remove it entirely, but moderate protocols allow small amounts. Worcestershire sauce content may vary by brand histamine levels.","Nature'S Promise Organic Worcestershire Sauce | Wild Harvest Worcestershire Sauce, Organic | Sprouts Farmers Market Gluten Free Organic Worcestershire Sauce",https://www.thewholesomedish.com/the-best-classic-shepherds-pie/#recipe
grey_area,Creamy Garlic Chicken,LH,beef bouillon cube,"Low-histamine protocols vary in strictness regarding garlic (especially roasted garlic, which is lower histamine than raw). Recommend confirming individual tolerance. Also, beef bouillon cube may contain additives or fermented components—verify LH-safe version if pursuing LH strictly.",Edward & Sons Not-Beef Bouillon Cubes,https://thecozycook.com/creamy-garlic-chicken
grey_area,Creamy One-Pot Pasta With Smoked Salmon and Asparagus,LH,smoked salmon,"Smoked salmon is a primary LH trigger, but the recipe is named after it. Replacing with fresh salmon preserves the fish protein and dish structure, but this is a material modification. Uncertain whether this crosses the threshold of 'destroying the dish identity' per the rules. Conservative interpretation: the modification is valid because fresh salmon maintains the creamy salmon pasta concept, but flagging for review.",Susie-Q Smoked Salmon And Sides | Farm Raised Cajun Smoked Salmon | Farm Raised Smoked Salmon | Lafonds Smoked Salmon Door County Cherry | Alaska Smokehouse King Smoked Salmon,https://www.killingthyme.net/2018/07/09/creamy-one-pot-pasta-with-smoked-salmon-and-asparagus
skipped,Creamy Salmon Pasta with Chilli Lemon,LH,,"The recipe name is 'Creamy Salmon Pasta with Chilli Lemon,' and removing both chilli and the bulk of lemon juice fundamentally alters the dish's identity. While technically possible to modify, the resulting dish would be unrecognizable. This is borderline whether it should be mod=false on identity grounds.",,https://thehappyfoodie.co.uk/recipes/creamy-salmon-pasta-with-a-chilli-lemon-kick
grey_area,Creamy Sausage Pasta,LH,chicken broth,"Uncertainty on whether the specific chicken broth brand contains histamine-triggering additives or if fresh heavy cream (less aged) meets strict LH protocols. Aged parmesan removal is clear, but substitution path is limited without additional guidance on cream alternatives.",Imagine Foods Organic No Chicken Broth | Go Bio Organic Chicken Broth Powder | Aneto Chicken Broth | Manischewitz Chicken Broth Asceptic | Field Day Organic Chicken Broth,https://www.lecremedelacrumb.com/creamy-sausage-pasta
grey_area,Creamy Smoked Salmon Pasta,LH,capers,Smoked salmon is cured/aged and contains elevated histamine. Some LH protocols allow small portions; others eliminate all cured meats. Capers are fermented and definitely high-histamine. Lemon in moderate amounts (¼ cup juice) may be acceptable depending on individual LH sensitivity threshold.,"Delicias Green Peppercorns, In Brine, Agrucapers",https://www.theendlessmeal.com/smoked-salmon-pasta
grey_area,Creme Fraiche Chive Mashed Potatoes,LH,creme fraiche,Low-histamine protocols vary significantly in strictness regarding fresh herbs and fermented dairy (creme fraiche). Creme fraiche is a fermented product and is typically restricted on LH. Fresh chives are borderline depending on individual tolerance. The modification suggested is conservative but may be overly cautious depending on the specific LH protocol interpretation.,Alouette Creme Fraiche Cooking & Topping Cream All Natural | Madagascar Vanilla Creme Fraiche Vanilla | Ronnybrook Creme Fraiche | La Bonne Creme Fraiche | Creme Fraiche,https://somuchfoodblog.com/crme-frache-chive-mashed-potatoes
grey_area,Crispy Hot Honey Salmon Tenders,LH,hot honey,"Removing all nightshade/fermented components (paprika, hot sauce, chipotle, cayenne) would eliminate the core 'hot honey' identity of the recipe. The remaining salmon + honey would be unrecognizable as the original dish. Technically possible but not recommended per rules against modifications that destroy dish character.","Kroger Hot Honey Limited Edition Bratwurst Sausage | Mike'S Hot Honey Hot Honey, Infused With Chiles | Mikes Hot Honey Honey Squeeze Pack | Gold Emblem Hot Honey | Good & Gather Hot Honey Cashews",https://www.halfbakedharvest.com/hot-honey-salmon-tenders
grey_area,Crockpot Creamy Broccoli Cheddar Chicken,LH,salsa verde,"Salsa verde's histamine content depends on fermentation level and age; commercial versions may be fermented and high-histamine. Fresh preparation is safest. Garlic and onion are typically LH-tolerated in small quantities cooked in this manner, so no swap required.",Mariano'S Casa Mercado Hot Pork Tamales In Salsa Verde Sauce | Mild Salsa Verde | Casa Sanchez Salsa Verde,https://www.halfbakedharvest.com/broccoli-cheddar-chicken
grey_area,Crockpot Salsa Verde Chicken Tortilla Bowl,LH,salsa verde,Commercial salsa and hot sauce may contain fermented or aged ingredients not clearly listed. Verification of specific brand ingredients required for full LH compliance.,Mariano'S Casa Mercado Hot Pork Tamales In Salsa Verde Sauce | Mild Salsa Verde | Casa Sanchez Salsa Verde,https://www.halfbakedharvest.com/salsa-verde-chicken-tortilla-bowl
grey_area,Curried Rice,LH,curry powder,"Curry powder composition is unknown; commercial blends typically contain paprika, chilli, and seed-based spices, all high-histamine. Specific ingredients must be verified. Additionally, some LH protocols flag excessive ginger as borderline; 2 tsp is likely acceptable but context-dependent.",Festival Curry Powder | Grace Ct Hot Curry Powder | Sugar 'N Spice Curry Powder | Caribbean Rhythms Mild Curry Powder | Simple Truth Organic Ground Curry Powder,https://www.recipetineats.com/curried-rice-basmati-rice-recipe/#wprm-recipe-container-34395
grey_area,Easy Air Fryer Pizza,LH,pizza sauce,Pizza sauce and Italian herb blend compositions not specified. Commercial pizza sauces often contain vinegar or garlic; dried herb blends may contain sumac or smoked paprika. Full ingredient transparency needed.,"Classico Pizza Sauce White | Beanos Pizza Sauce, Classical White, With Oregano | Beanos Pizza Sauce With Basil, Classical White",https://www.killingthyme.net/easy-air-fryer-pizza
no_product_found,Easy Baked Salmon Sushi Cups,LH,sweet chili jam,Sweet chili jam composition varies by brand; some may contain fermented ingredients or excess heat/chili which are histamine triggers. Recommend brand verification or omission.,,https://dishedbykate.com/easy-baked-salmon-sushi-cups
grey_area,Easy Chicken Enchiladas,LH,enchilada sauce,"Enchilada sauce recipe not provided; must verify it contains no vinegar, fermented ingredients, or other high-histamine components.","Food Lion Enchilada Sauce, Green Chile, Mild Green | Los Chileros Red Enchilada Sauce Mix | Stop & Shop Green Chile Enchilada Sauce Mild",https://www.feastingathome.com/simple-chicken-enchiladas
grey_area,Easy Healthy Curry Chicken Salad,LH,curry powder,"Curry powder may contain fermented or aged components depending on brand. Cilantro is not universally restricted on LH protocols but can be a trigger for some. The substitution with avocado significantly changes the dish's character, which is borderline acceptable.",Festival Curry Powder | Grace Ct Hot Curry Powder | Sugar 'N Spice Curry Powder | Caribbean Rhythms Mild Curry Powder | Simple Truth Organic Ground Curry Powder,https://oliviaadriance.com/easy-healthy-curry-chicken-salad
grey_area,Easy Steak Fajitas,LH,salsa,"Commercial salsas often contain vinegar (high-histamine); the recipe does not specify homemade vs. store-bought, so uncertainty exists about the salsa's fermentation status. Taco Seasoning composition is not provided; smoked paprika and black pepper are common but LH-restricted. If salsa is fresh and seasoning verified, the recipe becomes LH-compliant with the onion and sour cream swaps.","Casa Silguero Salsa Tomatillo Hot Jar | Buki Salsa Hot Sauce | Mariano'S Casa Mercado Hot Pork Tamales In Salsa Verde Sauce | Southwest Salsa Co. Medium Roasted Tomatillo | La Preferida Salsa, Taquera, Hot",https://themodernproper.com/easy-steak-fajitas
grey_area,Everything Salmon and Green Pesto Chickpeas,LH,green pesto,"Green pesto ingredient source is ambiguous—commercial pesto often contains fermented components (garlic, vinegar) and aged cheese. Without knowing if it is homemade or commercial, cannot confidently state the swap. If commercial, significant modification needed; if fresh homemade, may be compliant.",Asda Green Pesto,https://www.mob.co.uk/recipes/everything-salmon-green-pesto-chickpeas
no_product_found,Fish Taco Bowl with Cilantro Lime Rice,LH,garlic infused oil,"LH protocols vary on fermented vinegars; some allow white vinegar as lower-histamine than red wine vinegar, but this is clinically specialized. The removal of garlic from LH is well-established, but whether garlic-infused oil is tolerated depends on individual LH severity. Marking uncertain due to clinical specificity of this protocol and lack of explicit LH designation in the recipe.",,https://dishingouthealth.com/fish-taco-bowls-with-cilantro-lime-rice/#wprm-recipe-container-11828
no_product_found,Fluffy Creamy Mashed Potatoes,LH,crme frache,"Low-histamine compliance depends on sourcing of heavy cream and butter (some aged butter may be higher histamine). Crème fraîche is fermented and typically avoided on LH protocol. Without confirmation of specific product sourcing, full LH compliance cannot be guaranteed.",,https://www.acozykitchen.com/fluffy-creamy-mashed-potatoes
grey_area,Garlic Butter Pasta with Crispy Salmon,LH,capers,"Capers are fermented and flagged on LH protocols, but some sources indicate they are tolerated in small quantities. Lemon is present but in moderate amounts (juice from 1 lemon), which is borderline on some strict LH protocols that flag excess citrus. Conservative approach: remove capers and use olive oil.","Delicias Green Peppercorns, In Brine, Agrucapers",https://food52.com/recipes/82839-garlic-butter-pasta-with-crispy-salmon
skipped,Ginger Citrus Salmon,LH,,"LH compliance is clinically individualized; some practitioners tolerate fresh garlic in small amounts and limited citrus, while others eliminate both. This modification represents a stricter interpretation. Recipe would benefit from patient-specific guidance.",,https://justinesnacks.com/ginger-citrus-salmon
grey_area,Greek Baked Orzo,LH,tomato,"Tomato-based dishes conflict with strict LH protocols, and removing both tomato and pepper significantly alters the Mediterranean identity. Context on strictness of LH protocol would clarify feasibility.","Full Circle Market, Tomato Basil Chunky Soup | Frontier Soups Homemade In Minutes Mississippi Delta Tomato Basil Soup Mix | Just Tomatoes Mangos | Calhoun Bend Coating Mix, Fried Green Tomato | Boar'S Head Ham Rosemary & Sundried Tomato",https://pinchofyum.com/greek-baked-orzo
grey_area,Greek Yogurt Cucumber Salad,LH,greek yogurt,"Low-histamine is the most clinically specialized protocol. Some LH protocols are stricter than others regarding aged/fermented dairy (Greek yogurt) and excess citrus. The modifications here follow conservative LH elimination rules, but individual tolerance varies.","Pillars Drinkable Greek Yogurt, Pre & Probiotics, Mixed Berry | Wallaby Organic Greek Yogurt Plain Non Fat | Nature'S Promise Organic Non Fat Plain Greek Yogurt | Harris Teeter Plain Fat Free Greek Yogurt | Plain Whole Milk Greek Yogurt",https://foolproofliving.com/creamy-cucumber-salad/#wprm-recipe-container-19850
grey_area,Green Coconut Curry Soup with Shrimp,LH,green curry paste,"Recipe is largely LH-compliant (fresh ginger, sweet peppers, lime, shrimp, coconut milk, zucchini, cilantro, snap peas are all LH-safe). However, green curry paste is fermented/aged and typically contains high-histamine ingredients (garlic, chili, sometimes fish sauce residue). Brand verification required.",Gluten Free Green Curry Paste | Thai Kitchen Gluten Free Green Curry Paste,https://foodbymars.com/green-coconut-curry-with-shrimp-paleo-whole30
grey_area,Grilled Chicken Parmesan,LH,tomatoes,"The histamine content of fresh grated tomatoes depends on ripeness and storage; freshly grated may be lower than concentrated sauce, but this is clinically variable. Confidence in LH modification is moderate due to tomato ambiguity.",Just Tomatoes Mangos,https://wishbonekitchen.com/grilled-chicken-parm
no_product_found,Grilled Peach and Quinoa Salad,LH,candied jalapeos,"Uncertainty on whether candied jalapeños specifically are high-histamine (depends on processing/freshness). Tomato content is moderate and should be tolerable in a salad context rather than concentrated form. Black pepper quantity not specified by volume, so unclear if amount triggers protocol.",,https://www.halfbakedharvest.com/peach-quinoa-salad/#wprm-recipe-container-126694
grey_area,Grilled Shrimp with Salsa and Garlic Marinade,LH,salsa,"Salsa composition is not specified. Most commercial salsas contain vinegar (fermented, high-histamine). Without knowing exact salsa type, confidence in modification is reduced.","Casa Silguero Salsa Tomatillo Hot Jar | Buki Salsa Hot Sauce | Mariano'S Casa Mercado Hot Pork Tamales In Salsa Verde Sauce | Southwest Salsa Co. Medium Roasted Tomatillo | La Preferida Salsa, Taquera, Hot",https://www.killingthyme.net/grilled-shrimp-with-salsa-and-garlic-marinade
grey_area,Grilled Steak Kebabs,LH,bbq sauce,Uncertainty around commercial BBQ sauce fermentation status and whether the specific honey BBQ sauce brand contains aged/fermented ingredients common in low-histamine violation.,Kroger Whiskey Bbq Sauce & Peppercorn Dry Rub Rock N' Roll Chicken | Cades Cove Hickory Smoked Pulled Pork With Tasty Vinegar Bbq Sauce,https://natashaskitchen.com/grilled-steak-kebabs
grey_area,Healthy Salmon Burgers,LH,capers,"Capers are fermented and technically high-histamine, but the recipe calls for only 2 TBSP total. Some LH protocols tolerate capers in small amounts. Mayonnaise is borderline depending on age and storage; commercial mayo may have accumulated histamine. Lemon zest and juice together may exceed typical LH citrus limits depending on individual tolerance.","Delicias Green Peppercorns, In Brine, Agrucapers",https://www.killingthyme.net/easy-salmon-burger-recipe
grey_area,Herby Potato Stacks,LH,parmigiano reggiano,"Uncertainty on whether Parmigiano Reggiano should be swapped or removed entirely in LH protocols—aged cheese is a histamine trigger, but some LH protocols allow small amounts of certain hard cheeses. Conservative approach: suggest removal or replacement with a non-aged cheese.",Organic Parmigiano Reggiano Cheese | Wegmans Parmigiano Reggiano Love Bites | Cello Shaved Parmigiano Reggiano Cheese | Nob Hill Trading Co Shredded Parmigiano Reggiano Cheese | Bowl & Basket Specialty Shredded Parmigiano Reggiano Cheese,https://kalejunkie.com/herby-potato-stacks
grey_area,Herby Tomato Soup,LH,tomatoes,"This is fundamentally a tomato soup, and tomatoes are a key LH trigger. Reducing tomatoes significantly changes the dish identity. Also uncertain whether the recipe uses fresh or aged garlic/herbs. Marking uncertain because meaningful LH modification may compromise the core dish.",Just Tomatoes Mangos,https://carolinagelen.com/tomato-soup/#recipe
grey_area,Honey Balsamic Chicken & Veggies,LH,balsamic vinegar,"Low-histamine protocols vary significantly in their tolerance thresholds for dijon mustard, paprika, and garlic powder. Balsamic vinegar is definitively high-histamine (fermented). The lime juice swap is clear, but the mustard and spice handling requires user confirmation of their specific LH protocol severity.",Capatriti - Balsamic Vinegar | Blackstone Deli Style Sea Salt & Balsamic Vinegar Flavoured Slow Cooked Potato Chips,https://www.jaroflemons.com/honey-balsamic-chicken-veggies
skipped,Honey Balsamic Chicken Thighs with Peaches,LH,,LH protocols vary on fresh herbs like basil and on tomato quantities. A single medium tomato may be tolerable in some strict LH plans but not others. Removed conservatively here. Shallots are acceptable on LH (unlike FODMAP protocols).,,https://cookingwithcocktailrings.com/2019-one-pan-honey-balsamic-chicken-thighs-with-peaches
grey_area,Honey Glazed Salmon Bowls,LH,sriracha,"Sriracha and smoked paprika are high-histamine fermented/aged products. Avocado is a known histamine trigger. However, cumin, onion powder, and the base salmon are LH-safe. The modified bowl would still be functional, but removal of sriracha substantially changes the flavor profile. Uncertain if this meets strict LH clinical standards depending on individual tolerance thresholds.",Tiger Tiger Sriracha Hot Chilli Sauce | Three Mountains Brand Green Sriracha Chili Sauce | Ht Traders Sriracha Sauce,https://kalejunkie.com/honey-glazed-salmon-bowls
grey_area,Honey Mustard Chicken with Peaches,LH,mustard,"LH protocol for multiple fermented/aged condiments (mustard, curry spice blends) and pepper removal is complex. The final dish may lose significant flavor depth. Mustard replacement with tamari is non-traditional for this American honey-mustard profile, and curry powder removal eliminates a defining seasoning. Confidence in mod=true is conditional on accepting a substantially altered flavor.","Creole Mustard | Dion Mustard Powder | Fresh Mustard Greens | Mccormick Yellow Mustard Seed | Brookshire'S Mustard Greens, Southern Tradition, Chopped",https://themodernproper.com/grilled-honey-mustard-chicken-with-peach-salad#:~:text=%C2%BD%20cup%20honey&text=%C2%BD%20cup%20whole%20grain%20mustard&text=marinate%20the%20chicken&text=grill%20the%20chicken
skipped,Honey Mustard Salmon with Caesar Roasted Potatoes,LH,,"Uncertainty on whether the 1/2 teaspoon cayenne and 1 teaspoon chili powder constitute 'large amounts' for LH purposes, and whether lemon juice at 1/4 cup falls within tolerable limits depending on individual LH protocol strictness.",,https://www.halfbakedharvest.com/honey-mustard-salmon/#wprm-recipe-container-142146
grey_area,Honey Orange Salmon,LH,fish sauce,Fish sauce is a core flavoring ingredient; its removal significantly alters the dish. Orange juice in quantity may trigger LH sensitivity in some protocols. Lime juice in small amounts (1 tbsp) is generally tolerated but borderline. Confidence in this modification is moderate.,Pin Dhian Fishgravy Co. Fish Sauce,https://www.servingdumplings.com/recipe/honey-orange-salmon
grey_area,Honey-Harissa Baked Salmon,LH,harissa,"Harissa is a fermented paste, which is a core LH trigger. The dish loses its defining Mediterranean-harissa character if removed. This modification substantially changes the recipe's identity.",Mighty Sesame Co Tahini Squeeze Harissa | Bayrem Tunisian Spicy Harissa | Kitchen Crafted Blnd Harissa Heat Moroccan Seasoning | Dea Harissa,https://dishingouthealth.com/harissa-baked-salmon
grey_area,Hot Honey Chicken Bowls,LH,sriracha,Low-histamine protocols vary in strictness regarding fresh garlic (some allow small amounts). The sriracha is clearly high-histamine due to fermentation; avocado is a known trigger. Lime juice is acceptable in LH. Recommending removal of garlic but marking uncertain because individual LH protocols differ on fresh vs. aged forms.,Tiger Tiger Sriracha Hot Chilli Sauce | Three Mountains Brand Green Sriracha Chili Sauce | Ht Traders Sriracha Sauce,https://www.jaroflemons.com/hot-honey-chicken-bowls
grey_area,Hot Honey Crispy Salmon Bowls,LH,hot sauce,"Hot sauce fermentation level is not specified (commercial hot sauces vary in fermentation time). Smoked paprika is a high-histamine spice. Chipotle is smoked/aged. These are clear triggers, but the recipe loses significant flavor depth without them. Uncertainty centers on whether the residual dish remains appetizing after these removals.",Buki Salsa Hot Sauce | De La Viuda Hot Sauce Original | Tattoo Nashville Hot Sauce | Mccutcheon'S Garlic & Herb Hot Sauce | Panola Clearly Hot Sauce,https://www.halfbakedharvest.com/hot-honey-crispy-salmon-bowls
grey_area,Keto Chicken and Broccoli Casserole,LH,mayonnaise,"Mayonnaise ingredient sourcing is ambiguous—some brands contain vinegar (high-histamine), others do not. Recommend confirming brand compatibility with LH protocol before finalizing the modification.",Only Plant Based Mayonnaise | Only Plant Based! Garlic Mayonnaise | Blue Plate Real Mayonnaise. Oz. Plastic Jar | First Street Mayonnaise | Guaranteed Value Mayonnaise,https://thatlowcarblife.com/keto-chicken-broccoli-casserole/#wprm-recipe-container-4381
grey_area,Lemon Basil Potato Salad,LH,mayonnaise,"Lemon in high amounts may trigger LH symptoms in some protocols; this recipe uses 1 large lemon's zest and juice, which is moderate. Pickles are clearly fermented (remove). Mayonnaise stability depends on brand/freshness (some commercial mayo can develop histamine over storage).",Only Plant Based Mayonnaise | Only Plant Based! Garlic Mayonnaise | Blue Plate Real Mayonnaise. Oz. Plastic Jar | First Street Mayonnaise | Guaranteed Value Mayonnaise,https://oliviaadriance.com/lemon-basil-potato-salad
