recipe_id,recipe_name,status,ingredients_counted,ingredients_matched,match_rate_pct,open_review_items
SRNRCUedzrdUIaU3RAnm,Crispy Gnocchi With Spinach and Feta,needs_review,9,9,100,0
SWvrvCRJKEPjmivRmnxp,Ratatouille,needs_review,13,13,100,0
SYZLFIJZmb7CR36I0uF6,Cauliflower Fried Rice,needs_review,15,15,100,0
SeuW8eWDD23BXBeauzBj,Curry Cashew Chickpea Quinoa Salad,needs_review,21,21,100,0
Si9m2wK5ocp6z9O0n9rF,Vinegar Coleslaw Recipe (No Mayo Coleslaw),needs_review,10,10,100,0
SnWiPgDdbM6c5qHKiAjv,Herby Green Rice,needs_review,15,15,100,0
Sog4b7Hyxf0ZXm9iSRpV,Creamy Mashed Cauliflower,needs_review,4,4,100,0
TBi4MHfSHuFDPixz7086,Easy Egg Fried Rice,needs_review,5,5,100,0
TCMcoRRgFTgxqtKSpsw1,Chipotle Honey Pot Roast Tacos,needs_review,17,17,100,0
TDQkVnGRKW9GmFg935Rm,Ground Turkey Stir Fry,needs_review,17,17,100,0
TKa7OZKFaqRU5B3b6g8D,Chile Verde Pork Ribs,needs_review,18,18,100,0
TaH5U9qythLvwuGSXvzx,Cherry Plum Goat Cheese Summer Salad,needs_review,12,12,100,0
TgLekNvLt3eZrYqxzyMz,Garlic Butter Pasta with Crispy Salmon,needs_review,12,12,100,0
TxO9SNjPmW6FoF0xssl6,Moroccan Couscous Salad,needs_review,19,19,100,0
U3UDblsPmXVDtiiFUjQj,Greek Potato Salad,needs_review,14,14,100,0
U41MxVLS3mgNFCgbmjy0,Grilled Cod with Homemade Romesco Sauce,needs_review,12,12,100,0
UGYqxPUuwxoYwHxbw8ZI,Shrimp Taco Salad,needs_review,20,20,100,0
UWYq5cqblXCVSD8Xg2xa,Butternut Squash Enchiladas,needs_review,17,17,100,0
Ugf2PRCJ2g1llxJnOa68,Cauliflower Gratin,needs_review,12,12,100,0
UiRMfgY63QR3jcQrxHZx,Mediterranean Salad Bowls W Lebanese Bbq Meatballs,needs_review,31,31,100,0
V1nzyzL02GLFv5mRBSgM,Roasted Cauliflower with Gremolata,needs_review,13,13,100,0
V4CrRQthfi79rzcXE7fh,Best Potato Salad,needs_review,14,14,100,0
V6W7JpcuRLJb6h6BVpbT,Cheesy White Bean Tomato Bake,needs_review,12,12,100,0
VMFGUu9E3AGKY5Xc6QTT,Honey Garlic Salmon,needs_review,11,11,100,0
VTHcfNEjiuivSC8gTZbv,Tropical Salad,needs_review,18,18,100,0
VdiVNpWDNyWWU3eylazb,Beet Hummus,needs_review,13,13,100,0
VqgtNDPXseiv6p4jx5KV,Marry Me Salmon,needs_review,19,19,100,0
VwQhXtBqYNZsstqIQfuw,Sichuan Dry Fried Green Beans,needs_review,11,11,100,0
W79UgoxYW2008qQcLhfk,Crispy Latkes,needs_review,9,9,100,0
WBLBwM1gn2rx4Yho5JEd,Broccoli Salad with Bacon Recipe,needs_review,15,15,100,0
WMZDiUPZZucOTFMYGaC8,Thai Short Ribs,needs_review,12,12,100,0
WURez0lPSJ3ad37BVJeP,Lamb Shepards Pie,needs_review,19,19,100,0
WdtoEer09NumLsgajXTt,Emergency Dump 'n Bake Fried Rice,needs_review,10,10,100,0
Wg5KZN33YZZUBeciZpAf,Spring Chicken Soup,needs_review,19,19,100,0
WnnVtp4JpwuBxNsz3mQ8,House Favorite Roasted Brussels Sprouts,needs_review,10,10,100,0
WtIvAwMjX0MWzGU1LlZL,Roasted Pumpkin Salad,needs_review,20,20,100,0
WwivIKmIkSGRF7rphCaf,"Couscous with Golden Raisins, Lemon and Almonds",needs_review,13,13,100,0
WxQoJtV8XHPvAckSTI8p,Grilled Flank Steak with Avocado Corn Salsa,needs_review,14,14,100,0
Wz9GKiXyGqJ4q0JIGpE8,Mustard Potato Salad,needs_review,13,13,100,0
X4DHjbjIuj0Tg4KCtExm,Bistro Salad,needs_review,14,14,100,0
X7yhruN6lzKCCkVIlwLg,Broccoli and Brown Rice,needs_review,8,8,100,0
XCMgqNmqDtZWFwZ72v5B,Slow-Roasted Caponata Fish,needs_review,16,16,100,0
XIKJfzB6KaInQPCwXDkJ,Grilled Peach and Quinoa Salad,needs_review,18,18,100,0
XJU69jDLP7aDcol64cQP,Best Quinoa Salad Recipe,needs_review,12,12,100,0
XOoLJ7TmSqFBzCMOHutS,Best Healthy Coleslaw Ever No Mayo,needs_review,15,15,100,0
XQk0bSiJFzFOfNlnNgMZ,Vegan Burritos,needs_review,23,23,100,0
XjULdGM8IR8cicEHVVwM,Herby Tomato Soup,needs_review,13,13,100,0
Xx9EOH7hAXMUsSVntlnF,Borracho Beans,needs_review,17,17,100,0
Y0JsVGMDi2KOFxm8tIdb,Chili Honey Roasted Sweet Potatoes,needs_review,10,10,100,0
Y3KIi8Rby0mdJ1ryZbui,Light New England Clam Chowder,needs_review,15,15,100,0
Y7foLLFl3d6Z4q5mtHui,Grilled Chicken Parmesan,needs_review,16,16,100,0
Y8EiY0wcHI8iy73wsXKF,Frijoles de la Olla,needs_review,6,6,100,0
Y9PBa6j8vvrt6iHQKi9D,Mexican Chopped Salad,needs_review,7,7,100,0
YAl578Ra2222j2Kuj4bG,Sea Bass with Spicy Tomato Butter,needs_review,12,12,100,0
YDNsxVFu2OQ4sg7lau48,Creamy Chicken Stew with Hearty Vegetables,needs_review,16,16,100,0
YZFnmHEikAFyoSE6XUqZ,Kale Cherry Salad,needs_review,9,9,100,0
YeK8GnqMmClDlpe1EXDv,Goat Cheese Potato Gratin,needs_review,9,9,100,0
Ylm9ZMMMZGG1s7cxNVuf,"Saffron, Barberry and Pistachio Rice",needs_review,11,11,100,0
YrheLVjSNft95vVRM5sN,Grilled Salmon,needs_review,11,11,100,0
Z0gOFJtD5j8wbW4kdMUI,Spring Pork Bulgogi,needs_review,16,16,100,0
Z9Gv7sRsjaBj9e7bG6Ka,Miso Maple Sweet Potato Stacks,needs_review,12,12,100,0
ZACB2YnCEzmgymk2DcRr,Grilled Corn Orzo Salad with Scallion Dill Dressing,needs_review,16,16,100,0
ZP0v7IOBJrebw5wOCPWo,Chicken Tikka Masala,needs_review,24,24,100,0
ZbCgORklOLyQ5QiYvNcd,Salmon Nicoise Smashed Potato Salad,needs_review,16,16,100,0
ZiEbkG3znPuEXoDN7E4g,Lighter Chicken Tikka Masala,needs_review,26,26,100,0
aBfCQ8NWjcMKcOLQCvik,Fish Tacos with Tequila Lime Pickled Pineapple,needs_review,21,21,100,0
aDAyJ2hjK7hF42Hx8xQX,Chicken Enchilada Casserole,needs_review,10,10,100,0
aIoXT5t4nzCn7dOTVMRg,Cherry Chicken Thighs,needs_review,10,10,100,0
aKH88mSdjlI9qH3qvsFf,"Shrimp Linguine with Herbs, Corn and Arugula",needs_review,12,12,100,0
ahWtjQ7J8yCRSGqJc3U1,Spiced Chicken with Vinegar Potatoes,needs_review,11,11,100,0
air-fryer-greek-chicken,Air Fryer Greek Chicken,needs_review,14,14,100,0
air-fryer-green-beans,Air Fryer Green Beans,needs_review,7,7,100,0
air-fryer-salmon-bites,Air Fryer Salmon Bites,needs_review,13,13,100,0
andhra-chicken-curry-recipe-kodi-kura-with-step-by-step-pictures,Andhra Chicken Curry (Kodi Kura),needs_review,26,26,100,0
apple-cider-braised-chicken-thighs,Apple Cider Braised Chicken Thighs,needs_review,11,11,100,0
asian-chilli-garlic-prawns-shrimp,Asian Chilli Garlic Prawns,needs_review,12,12,100,0
asian-grilled-shrimp-prawns-bbq-or-stove,Asian Grilled Shrimp,needs_review,7,7,100,0
avocado-corn-chicken-salad,Avocado Corn Chicken Salad,needs_review,20,20,100,0
ay70INWggT0nLDwugshV,Crispy Garlic Butter Potatoes,needs_review,13,13,100,0
b0yWUoctG16Qu1aIjPj3,Cheesy Italian Meatballs,needs_review,14,14,100,0
b3iF3CW5pjkt2Uw2OR8w,Sheet Pan Steak Tacos,needs_review,18,18,100,0
b5yFEqPBJZx7zP6760FC,Shrimp Lettuce Cups,needs_review,20,20,100,0
b9CcGHFK4QBKTeWBZmvr,New Mexico Sopapillas,needs_review,7,7,100,0
bAIzoeqfTxpCepdqYLPt,Chicken Romano Meatballs,needs_review,17,17,100,0
bFDz1bYcrBRCuPh8FN7X,Southwest Chopped Salad,needs_review,15,15,100,0
bGRiIpV10maQ7lv4Z8tI,BBQ Vegan Black Bean Burgers,needs_review,16,16,100,0
bIcpk93bRmuMbpY0DHf7,Filet Mignon Kabobs,needs_review,14,14,100,0
bacon-wrapped-air-fryer-chicken-breast,Bacon-Wrapped Air Fryer Chicken Breast,needs_review,3,3,100,0
baharat-baked-chicken-thighs,Baked Boneless Chicken Thighs with Baharat,needs_review,12,12,100,0
baked-chicken-tenders-paleo-aip-nut-free-egg-free-dairy-free,Baked Chicken Tenders with Peachy Dipping Sauce,needs_review,10,10,100,0
baked-haddock-with-roasted-tomato-and-fennel,Baked Haddock with Roasted Tomato and Fennel,needs_review,12,12,100,0
baked-halibut-recipe-with-lemon-and-dill,Baked Halibut with Lemon and Dill,needs_review,9,9,100,0
baked-salmon-in-foil-garlic-rosemary-thyme-whole30,"Baked Salmon in Foil with Garlic, Rosemary and Thyme",needs_review,8,8,100,0
baked-salmon-poke-bowls,Baked Salmon Poke Bowls,needs_review,18,18,100,0
baked-salmon-recipe-garlic-cilantro-sauce,Cilantro Lime Baked Salmon,needs_review,9,9,100,0
baked-salmon-with-amazing-lemon-sauce,Baked Salmon with Amazing Lemon Sauce,needs_review,12,12,100,0
baked-salmon-with-garlic-and-dijon,Baked Salmon with Garlic and Dijon,needs_review,9,9,100,0
baked-salmon-with-vegetables,Mediterranean Salmon,needs_review,14,14,100,0
baked-sweet-potato,Baked Sweet Potato,needs_review,7,7,100,0
baked-ziti,Baked Ziti,needs_review,14,14,100,0
baked-zucchini-fries-paleo-gluten-free-low-carb,Baked Zucchini Fries,needs_review,5,5,100,0
bang-bang-chicken-bowls,Bang Bang Chicken Bowls,needs_review,23,23,100,0
bang-bang-salmon-bowls,Bang Bang Salmon Bowls,needs_review,17,17,100,0
barbacoa-recipe,Barbacoa Enchiladas,needs_review,14,14,100,0
bbq-chicken-bowls,BBQ Chicken Bowls with Grilled Veggies & Sweet Potatoes,needs_review,21,21,100,0
bbq-shrimp,New Orleans BBQ Shrimp,needs_review,10,10,100,0
bbq-tofu,BBQ Tofu,needs_review,3,3,100,0
becWCABaIeFpfuaqENBD,Potatoes Au Gratin,needs_review,7,7,100,0
beef-and-cabbage-stir-fry,Beef and Cabbage Stir Fry,needs_review,15,15,100,0
beef-broccoli-stir-fry-whole30-paleo,Paleo Beef and Broccoli Stir Fry,needs_review,17,17,100,0
beef-enchilada-casserole,Beef Enchilada Casserole,needs_review,16,16,100,0
beef-tajine-with-prunes,Beef Tagine,needs_review,14,14,100,0
best-healthy-grilled-chicken,Best Grilled Chicken,needs_review,8,8,100,0
best-kung-pao-chicken-recipe,Authentic Kung Pao Chicken Recipe,needs_review,19,19,100,0
best-vegan-lasagna-recipe,Vegan Lasagna,needs_review,16,16,100,0
better-broccoli-casserole-recipe,Better Broccoli Casserole,needs_review,12,12,100,0
bhindi-masala-okra-stir-fry,Bhindi Masala,needs_review,13,13,100,0
bhyIpMK0jpfNhtFAere0,Cheesy Mashed Potato Casserole,needs_review,17,17,100,0
birria,Beef Birria,needs_review,21,21,100,0
blogs-eyeswoon-unplugged-eyeswoon-unplugged-pork-shoulder-ragu,Pork Shoulder Ragu,needs_review,21,21,100,0
blogs-eyeswoon-unplugged-pan-roasted-chicken-recipe-athena-calderone,Pan-Roasted Chicken with Shallots and Dates,needs_review,13,13,100,0
blogs-recipes-whole-roasted-fish-with-citrus-herbs,Whole Roasted Fish with Citrus & Herbs,needs_review,8,8,100,0
bourbon-sweet-potato-casserole-sweet-n-savory-bacon-pecans,Bourbon Sweet Potato Casserole Sweet N Savory Bacon Pecans,needs_review,16,16,100,0
braised-beef-chili,Fall-Apart Tender Braised Beef Chili,needs_review,21,21,100,0
braised-ginger-chicken-thighs,Braised Ginger Chicken Thighs and Broccoli,needs_review,15,15,100,0
braised-halibut-with-roasted-cherry-tomatoes-and-tahini,Braised Halibut,needs_review,18,18,100,0
brazilian-steak-chicken-kabobs,Grilled Brazilian Steak and Chicken Kabobs,needs_review,9,9,100,0
broccoli-cheddar-chicken,Crockpot Creamy Broccoli Cheddar Chicken,needs_review,15,15,100,0
broccoli-cheddar-orzo,Broccoli Cheddar Orzo,needs_review,12,12,100,0
broccoli-cheddar-soup,Broccoli Cheddar Soup,needs_review,13,13,100,0
broiled-sheet-pan-salmon-and-veggies,Broiled Sheet Pan Salmon and Veggies with Lemon Caper Sauce,needs_review,18,18,100,0
brown-butter-green-beans-with-toasted-pistachios-and-lemony-whipped-feta,Brown Butter Green Beans With Toasted Pistachios And Lemony Whipped Feta,needs_review,13,13,100,0
bruschetta-chicken-pasta,Bruschetta Chicken Pasta,needs_review,12,12,100,0
buffalo-ranch-chicken,Sheet Pan Buffalo Ranch Chicken,needs_review,24,24,100,0
butternut-squash-salad-with-feta,Butternut Squash Salad With Feta,needs_review,13,13,100,0
c4ALr6KtDf8EovZxckdX,Honey Balsamic Chicken Thighs with Peaches,needs_review,15,15,100,0
cA6v9OHZ8Id9hylAVzV1,Fluffy Creamy Mashed Potatoes,needs_review,8,8,100,0
cHjp2i04o0lKIa4iVzx8,Creamy Polenta,needs_review,5,5,100,0
cI1oGWWW21jC9xObMwKh,Chinese Garlic Green Beans,needs_review,8,8,100,0
cantonese-ground-beef-rice-eggs,Cantonese Ground Beef Rice and Eggs,needs_review,15,15,100,0
canyon-ranch-healthy-shrimp-salad-recipe,Canyon Ranch Shrimp Salad with White Beans and Kale,needs_review,9,9,100,0
caramelized-onion-potatoes-au-gratin,Caramelized Onion Potatoes Au Gratin,needs_review,13,13,100,0
carne-asada-tacos,Carne Asada Tacos,needs_review,17,17,100,0
carrot-ginger-soup,Carrot Ginger Soup,needs_review,11,11,100,0
cedar-plank-salmon,Cedar Plank Salmon,needs_review,5,5,100,0
cheddar-chicken-chili,Healthy Cheddar Chicken Chili,needs_review,22,22,100,0
cheeseburger-slider-skewers,Cheeseburger Slider Skewers,needs_review,18,18,100,0
chicken-alfredo-noodle-casserole,Dump and Bake Chicken Alfredo Noodle Casserole,needs_review,15,15,100,0
chicken-alfredo-pasta,Chicken Alfredo Pasta,needs_review,13,13,100,0
chicken-and-mushroom-soup,Chicken and Mushroom Soup,needs_review,14,14,100,0
chicken-and-seafood-paella,Chicken and Seafood Paella,needs_review,16,16,100,0
chicken-cabbage-stir-fry,Chicken Cabbage Stir Fry,needs_review,16,16,100,0
chicken-caprese,Chicken Caprese,needs_review,12,12,100,0
chicken-egg-roll-bowl,Chicken Egg Roll Bowl,needs_review,10,10,100,0
chicken-fajitas,Chicken Fajitas,needs_review,12,12,100,0
chicken-katsu-bowls,Crispy Chicken Katsu Bowls,needs_review,21,21,100,0
chicken-kurma-recipe-chicken-curry,Chicken Kurma (South Indian),needs_review,21,21,100,0
chicken-marsala,Double the Mushrooms Chicken Marsala,needs_review,14,14,100,0
chicken-meatball-stuffed-spaghetti-squash,Chicken Meatball Stuffed Spaghetti Squash,needs_review,16,16,100,0
chicken-piccata,Chicken Piccata,needs_review,12,12,100,0
chicken-shawarma-bowl,Chicken Shawarma Bowl,needs_review,20,20,100,0
chicken-shawarma-bowls,Halal-Cart Copycat Chicken Shawarma Bowls,needs_review,21,21,100,0
chicken-shawarma-grain-bowls,Chicken Shawarma Bowl,needs_review,25,25,100,0
chicken-shawarma-sheet-pan-dinner,Chicken Shawarma Sheet Pan Dinner,needs_review,15,15,100,0
chicken-shepherds-pie,Chicken Shepards Pie,needs_review,16,16,100,0
chicken-soup,Feel Better Chicken Soup,needs_review,17,17,100,0
chicken-souvlaki-rice-pilaf,Chicken Souvlaki Rice Pilaf,needs_review,20,20,100,0
chicken-stir-fry-recipe,Chicken Stir Fry,needs_review,17,17,100,0
chicken-taco-bowls,Chicken Taco Bowls,needs_review,16,16,100,0
chicken-taco-recipe,Chicken Taco Recipe,needs_review,16,16,100,0
chicken-tinga-enchiladas,Chicken Tinga Enchiladas,needs_review,17,17,100,0
chicken-tortilla-soup,Chipotle Chicken Tortilla Soup,needs_review,18,18,100,0
chicken-tzatziki-bowls,Chicken Tzatziki Bowls,needs_review,23,23,100,0
chicken-tzatziki-rice-bowls,Chicken Tzatziki Rice Bowls,needs_review,17,17,100,0
chicken-veggie-pasta-salad,Gluten-Free Pasta Salad with Chicken & Roasted Shallot Vinaigrette,needs_review,8,8,100,0
chicken-with-creamy-white-wine-garlic-sauce,Chicken in White Wine Sauce,needs_review,12,12,100,0
chicken-with-mustard-cream-sauce,Chicken With Mustard Cream Sauce,needs_review,19,19,100,0
chicken-zucchini-pasta,Chicken Zucchini Pasta,needs_review,5,5,100,0
chickpea-and-rice-soup,Chickpea and Rice Soup,needs_review,16,16,100,0
chickpea-lentil-quinoa-spinach-stew,Chickpea Lentil Quinoa Spinach Stew,needs_review,22,22,100,0
chickpea-tuna-salad,Chickpea Tuna Salad,needs_review,12,12,100,0
chili-crisp-chicken-mango-rice-bowl,Chili Crisp Chicken Mango Cucumber Rice Bowl,needs_review,18,18,100,0
chili-lime-chicken,Easy Chili Lime Chicken,needs_review,18,18,100,0
chimichurri-chicken-thighs,Chimichurri Chicken Thighs,needs_review,10,10,100,0
chinese-chicken-salad,Chinese Chicken Salad,needs_review,25,25,100,0
chinese-stuffed-eggplant,Chinese Stuffed Eggplant,needs_review,20,20,100,0
chinese-tea-eggs,Chinese Tea Eggs,needs_review,11,11,100,0
chipotle-beef-and-cheese-tacos,Baked Chipotle Beef and Melted Cheese Tacos,needs_review,16,16,100,0
chipotle-beef-sweet-potato-skins,Chipotle Beef Sweet Potato Skins,needs_review,19,19,100,0
chipotle-chicken-chopped-salad,Chipotle Chicken Chopped Salad,needs_review,20,20,100,0
chipotle-steak-fajita-bowls,Chipotle Steak Fajita Bowls,needs_review,16,16,100,0
chopped-thai-chicken-salad,Chopped Thai Chicken Salad,needs_review,17,17,100,0
cider-braised-pot-roast,Cider Braised Pot Roast with Crispy Sage Butter Potatoes,needs_review,13,13,100,0
cilantro-lime-chicken-thighs,Cilantro Lime Chicken Thighs,needs_review,10,10,100,0
cilantro-lime-grilled-salmon-paleo-keto,Cilantro Lime Grilled Salmon,needs_review,12,12,100,0
cilantro-mint-chutney-recipe,Cilantro Mint Chutney,needs_review,10,10,100,0
citrus-salmon,Citrus Salmon,needs_review,12,12,100,0
citrus-salmon-confit,Citrus Salmon Confit,needs_review,10,10,100,0
ck6I2TG8t3wc7Hds0HLj,15-Minute Flavorful Spanish Cauliflower Rice,needs_review,10,10,100,0
coconut-braised-beef,Coconut Braised Beef,needs_review,18,18,100,0
coconut-chicken-curry,Coconut Chicken Curry with Crispy Shallot Basil Oil,needs_review,16,16,100,0
coconut-curry-basil-chicken,Coconut Curry Basil Chicken,needs_review,16,16,100,0
coconut-curry-chicken-meatballs,Coconut Curry Chicken Meatballs with Garlic Butter,needs_review,15,15,100,0
cooking-recipe-ideas-a36815367-soy-sauce-eggs-recipe,Soy Sauce Eggs,needs_review,9,9,100,0
cooking-recipe-ideas-a38080244-sauteed-spinach-recipe,Sauteed Spinach,needs_review,10,10,100,0
corn-tomato-avocado-salad,Corn Tomato Avocado Salad,needs_review,8,8,100,0
cozy-beef-autumnal-stew,Cozy Beef Stew,needs_review,18,18,100,0
crab-stuffed-salmon,Crab Stuffed Salmon,needs_review,16,16,100,0
creamy-chicken-orzo,Creamy Chicken Orzo,needs_review,13,13,100,0
creamy-coconut-chicken-satay-meatballs,Creamy Coconut Chicken Satay Meatballs,needs_review,24,24,100,0
creamy-corn-zucchini-and-bacon-chowder,"Creamy Corn, Zucchini, and Bacon Chowder",needs_review,17,17,100,0
creamy-garlic-butter-salmon,Creamy Garlic Butter Salmon,needs_review,10,10,100,0
creamy-garlic-butter-tuscan-salmon,Creamy Garlic Butter Tuscan Salmon,needs_review,14,14,100,0
creamy-garlic-butter-tuscan-shrimp,Creamy Garlic Tuscan Butter Shrimp,needs_review,13,13,100,0
creamy-garlic-chicken,Creamy Garlic Chicken,needs_review,17,17,100,0
creamy-garlic-dijon-salmon,Garlic Dijon Salmon,needs_review,13,13,100,0
creamy-jamaican-rasta-pasta,Creamy Jamaican Rasta Pasta,needs_review,15,15,100,0
creamy-lemon-dill-shrimp,Creamy Lemon Dill Shrimp,needs_review,7,7,100,0
creamy-moroccan-tomato-soup,Creamy Moroccan Tomato Soup,needs_review,14,14,100,0
creamy-paprika-chicken-pasta,Creamy Chicken Paprika Pasta,needs_review,17,17,100,0
creamy-roasted-red-pepper-pasta,Creamy Roasted Red Pepper Pasta with Grilled Chicken,needs_review,13,13,100,0
creamy-sausage-pasta,Creamy Sausage Pasta,needs_review,11,11,100,0
creamy-spring-salmon,Creamy Spring Salmon,needs_review,15,15,100,0
creamy-tuscan-garlic-salmon,Creamy Tuscan Garlic Salmon,needs_review,11,11,100,0
creamy-wild-rice-chicken-soup,Creamy Wild Rice Chicken Soup with Roasted Mushrooms,needs_review,18,18,100,0
crispy-chicken-tinga-tacos,Crispy Chicken Tinga Tacos,needs_review,19,19,100,0
crispy-cilantro-lime-chicken,Crispy Cilantro Lime Chicken,needs_review,10,10,100,0
crispy-falafel-recipe,Crispy Falafel Recipe,needs_review,11,11,100,0
crispy-feta-with-lemon-pepper-chicken,Crispy Feta with Lemon Pepper Chicken and Rice,needs_review,18,18,100,0
crispy-fried-chicken-tenders,20-Minute Fried Chicken Tenders,needs_review,17,17,100,0
crispy-garlic-parmesan-salmon,Parmesan Crusted Salmon,needs_review,9,9,100,0
crispy-mini-chipotle-chicken-tacos,Crispy Mini Chipotle Chicken Tacos,needs_review,18,18,100,0
crispy-peanut-tofu-cauliflower-rice-stir-fry,Crispy Baked Peanut Tofu,needs_review,14,14,100,0
crispy-salmon-bites,Air Fryer Crispy Salmon Bites with Lemon Dill Sauce,needs_review,16,16,100,0
crispy-seared-lemon-garlic-herb-salmon,Pan Seared Salmon with Lemon Garlic Butter Sauce,needs_review,9,9,100,0
crispy-wild-rice-harvest-salad,Crispy Wild Rice Harvest Salad,needs_review,15,15,100,0
crockpot-creamy-coconut-chicken-tikka-masala,Crockpot Creamy Coconut Chicken Tikka Masala,needs_review,15,15,100,0
crockpot-sticky-sesame-ginger-chicken,Crockpot Sticky Sesame Ginger Chicken,needs_review,19,19,100,0
crockpot-white-chicken-chili,White Chicken Chili,needs_review,11,11,100,0
cu7N2HtfU3iLqy62IRAO,Lightened Up Cheddar Cauliflower Broccoli Soup,needs_review,16,16,100,0
cuban-chicken-taquitos,Baked Cheesy Cuban Chicken Taquitos,needs_review,20,20,100,0
cuban-mojo-marinated-pork-recipe-comment-page-16,Cuban Mojo Pork,needs_review,12,12,100,0
curry-butter-chicken,Curry Butter Chicken with Sweet Potatoes and Tahini,needs_review,18,18,100,0
d2NDuBgKDxgVIHig7LC9,Southwestern Kale Power Salad,needs_review,19,19,100,0
d6W2UKh2g4YkLgDlyzCS,Au Gratin Potatoes,needs_review,12,12,100,0
dGu5aIj20HC7OwnR119w,Roasted Sweet Potatoes,needs_review,3,3,100,0
dO0PLRw3qdBnOXB4YX1l,Herby Skillet Chicken with Greens,needs_review,14,14,100,0
dairy-free-tuscan-chicken-skillet,Dairy-Free Tuscan Chicken,needs_review,12,12,100,0
dgsKN1b8UMRh35SpjKpy,Gado Gado (Indonesian Salad),needs_review,16,16,100,0
duRXcKPL6AaYQqTo7Cmi,Cacio e Pepe Mashed Potatoes,needs_review,7,7,100,0
dutch-oven-chicken-carnitas,"Chicken Carnitas (Dutch Oven, Instant Pot, Slow Cooker)",needs_review,14,14,100,0
dutepurNJPHWdqyboY4H,Bali Bowls with Peanut Tofu,needs_review,21,21,100,0
e0MTiSXoe0dHV1xifiGA,Marry Me Chicken,needs_review,15,15,100,0
eTmFpWTZxWTBCjd09vNY,Spanish Rice,needs_review,10,10,100,0
eY0CtZZ1b4UnJq0eAOTL,Garlicky Broccolini,needs_review,5,5,100,0
easy-air-fryer-pizza,Easy Air Fryer Pizza,needs_review,6,6,100,0
easy-baked-salmon-sushi-cups,Easy Baked Salmon Sushi Cups,needs_review,12,12,100,0
easy-healthy-curry-chicken-salad,Easy Healthy Curry Chicken Salad,needs_review,9,9,100,0
easy-hibachi-bowls,Homemade Hibachi Bowls,needs_review,26,26,100,0
easy-paleo-low-fodmap-meatloaf,Easy Paleo Low FODMAP Meatloaf,needs_review,9,9,100,0
easy-salmon-burger-recipe,Healthy Salmon Burgers,needs_review,16,16,100,0
easy-steak-fajitas,Easy Steak Fajitas,needs_review,12,12,100,0
easy-tandoori-chicken,Easy Tandoori Chicken Sheet Pan Dinner,needs_review,18,18,100,0
egg-and-tofu-stir-fry,Egg and Tofu Stir Fry,needs_review,9,9,100,0
egg-roll-in-a-bowl-keto-recipe,Egg Roll in a Bowl,needs_review,12,12,100,0
euPgKPrVBHyYYZej2wgr,Fennel and Orange Halibut,needs_review,9,9,100,0
ewas7jlYdB9nlvnSXsTm,One Pan Coconut Chicken,needs_review,13,13,100,0
f1Jko3a1duEwdNA4Q287,Yogurt Tahini Sauce,needs_review,5,5,100,0
f8SZkjbfpl09BGiMlR1O,Mashed Sweet Potatoes,needs_review,9,9,100,0
fCyCGC9OGNd4Gf7k0TRr,Sheet Pan Chicken Fajitas,needs_review,18,18,100,0
fM9vMF5BdkSpx5OLU6E1,Beef Bibimbap,needs_review,28,28,100,0
fNxc5GglHgMKQO4hiGds,Baked Falafel,needs_review,11,11,100,0
fTldhdObf2BVi3wHzwQc,Persian Chicken and Walnut Stew,needs_review,9,9,100,0
fahXJhrXoGc4d23bi4o1,Kale and Raddichio Caesar,needs_review,21,21,100,0
favorite-broccoli-salad-recipe,Favorite Broccoli Salad Recipe,needs_review,11,11,100,0
fiRfv84sYM0mrceu6WFm,Shrimp Scampi,needs_review,8,8,100,0
fiesta-creamy-corn-chicken,Fiesta Creamy Corn Chicken,needs_review,15,15,100,0
firecracker-chicken,Firecracker Chicken,needs_review,24,24,100,0
fish-chowder-recipe,Fish Chowder,needs_review,13,13,100,0
fluffy-coconut-rice,Restaurant Style Coconut Rice,needs_review,7,7,100,0
four-ingredient-salmon-nuggets,Four Ingredient Salmon Nuggets,needs_review,8,8,100,0
french-chicken-au-poivre-sauce,Chicken au Poivre (Creamy Peppercorn Sauce),needs_review,7,7,100,0
french-onion-pork-chops,French Onion Pork Chops,needs_review,17,17,100,0
fried-rice,The Best Fried Rice,needs_review,11,11,100,0
fvKZKyMuhq8HtAXqwt44,Cilantro Lime Slaw,needs_review,5,5,100,0
g3SIoVH9UpdH8mGDlsuo,Potato Leek Soup,needs_review,8,8,100,0
g8NgE93AB4QlV6an6GOn,Tart Cherry Pot Roast,needs_review,14,14,100,0
gFb8TbZiNMRDqv38jcAv,Air Fryer Salmon,needs_review,7,7,100,0
gUX7P0ecbBoCZMj94Sds,Italian Stuffed Peppers,needs_review,14,14,100,0
garlic-butter-coconut-salmon,Baked One Pan Garlic Butter Coconut Salmon,needs_review,18,18,100,0
garlic-butter-salmon-and-veggies-whole30,Garlic Butter Salmon and Veggies,needs_review,11,11,100,0
garlic-butter-salmon-lobster-in-creamy-lemon-parmesan-sauce,Garlic Butter Salmon and Lobster in Creamy Lemon Parmesan Sauce,needs_review,10,10,100,0
garlic-butter-salmon-recipe,Garlic Butter Salmon,needs_review,8,8,100,0
garlic-butter-shrimp-scampi,Garlic Butter Shrimp Scampi,needs_review,7,7,100,0
garlic-herb-chicken-paleo-whole30-keto,Creamy Garlic Herb Chicken,needs_review,16,16,100,0
